Entity,Code,Year,Fossil fuels per capita (kWh)
Iceland,ISL,1986,29822.796875
Iceland,ISL,1987,30836.517578125
Iceland,ISL,1988,31778.939453125
Iceland,ISL,1989,33630.10546875
Iceland,ISL,1990,33730.94921875
Iceland,ISL,1991,31626.703125
Iceland,ISL,1992,32882.0625
Iceland,ISL,1993,33781.765625
Iceland,ISL,1994,33842.30078125
Iceland,ISL,1995,34129.59765625
Iceland,ISL,1996,37432.63671875
Iceland,ISL,1997,36538.8515625
Iceland,ISL,1998,36735.04296875
Iceland,ISL,1999,36751.98828125
Iceland,ISL,2000,38148.1015625
Iceland,ISL,2001,36056.79296875
Iceland,ISL,2002,37005.1015625
Iceland,ISL,2003,36941.94140625
Iceland,ISL,2004,38231.2578125
Iceland,ISL,2005,38159.71875
Iceland,ISL,2006,38211.55859375
Iceland,ISL,2007,37910.28125
Iceland,ISL,2008,34228.359375
Iceland,ISL,2009,31199
Iceland,ISL,2010,29788.833984375
Iceland,ISL,2011,29147.162109375
Iceland,ISL,2012,28753.525390625
Iceland,ISL,2013,30265.134765625
Iceland,ISL,2014,30638.3046875
Iceland,ISL,2015,33309.390625
Iceland,ISL,2016,36684.95703125
Iceland,ISL,2017,40187.1875
Iceland,ISL,2018,42887.73046875
Iceland,ISL,2019,36584.87109375
Iceland,ISL,2020,21429.732421875
India,IND,1965,1127.52685546875
India,IND,1966,1136.56298828125
India,IND,1967,1137.9776611328125
India,IND,1968,1180.683837890625
India,IND,1969,1276.993408203125
India,IND,1970,1206.8463134765625
India,IND,1971,1220.197021484375
India,IND,1972,1269.0386962890625
India,IND,1973,1253.8375244140625
India,IND,1974,1315.20947265625
India,IND,1975,1361.9417724609375
India,IND,1976,1394.55126953125
India,IND,1977,1439.5618896484375
India,IND,1978,1420.8892822265625
India,IND,1979,1487.7467041015625
India,IND,1980,1498.9739990234375
India,IND,1981,1632.0992431640625
India,IND,1982,1614.9019775390625
India,IND,1983,1673.619384765625
India,IND,1984,1735.3424072265625
India,IND,1985,1808.17626953125
India,IND,1986,1902.6768798828125
India,IND,1987,2004.4033203125
India,IND,1988,2129.70654296875
India,IND,1989,2273.517333984375
India,IND,1990,2388.71337890625
India,IND,1991,2460.621826171875
India,IND,1992,2558.86083984375
India,IND,1993,2575.29541015625
India,IND,1994,2648.178955078125
India,IND,1995,2815.312744140625
India,IND,1996,2899.696533203125
India,IND,1997,3007.038330078125
India,IND,1998,3102.154052734375
India,IND,1999,3140.947998046875
India,IND,2000,3261.5087890625
India,IND,2001,3224.421142578125
India,IND,2002,3283.556396484375
India,IND,2003,3354.3154296875
India,IND,2004,3509.521240234375
India,IND,2005,3692.468994140625
India,IND,2006,3799.1416015625
India,IND,2007,4057.840576171875
India,IND,2008,4268.7490234375
India,IND,2009,4573.7265625
India,IND,2010,4695.2197265625
India,IND,2011,4852.0947265625
India,IND,2012,5124.7021484375
India,IND,2013,5209.52734375
India,IND,2014,5508.45654296875
India,IND,2015,5613.2919921875
India,IND,2016,5808.9462890625
India,IND,2017,5940.111328125
India,IND,2018,6231.103515625
India,IND,2019,6244.02685546875
India,IND,2020,5767.68310546875
India,IND,2021,6325.95068359375
Indonesia,IDN,1965,789.0814208984375
Indonesia,IDN,1966,746.2090454101562
Indonesia,IDN,1967,708.6077880859375
Indonesia,IDN,1968,723.3829345703125
Indonesia,IDN,1969,801.7822265625
Indonesia,IDN,1970,823.91943359375
Indonesia,IDN,1971,829.8663940429688
Indonesia,IDN,1972,862.8602905273438
Indonesia,IDN,1973,944.2355346679688
Indonesia,IDN,1974,984.975830078125
Indonesia,IDN,1975,1182.878662109375
Indonesia,IDN,1976,1230.383544921875
Indonesia,IDN,1977,1579.79248046875
Indonesia,IDN,1978,1750.3026123046875
Indonesia,IDN,1979,1946.5377197265625
Indonesia,IDN,1980,2047.2357177734375
Indonesia,IDN,1981,2146.016357421875
Indonesia,IDN,1982,2136.3623046875
Indonesia,IDN,1983,2200.25537109375
Indonesia,IDN,1984,2369.59619140625
Indonesia,IDN,1985,2453.61865234375
Indonesia,IDN,1986,2541.081787109375
Indonesia,IDN,1987,2632.12744140625
Indonesia,IDN,1988,2723.337158203125
Indonesia,IDN,1989,2953.2685546875
Indonesia,IDN,1990,3184.886474609375
Indonesia,IDN,1991,3402.344970703125
Indonesia,IDN,1992,3650.037353515625
Indonesia,IDN,1993,3848.300048828125
Indonesia,IDN,1994,3978.442138671875
Indonesia,IDN,1995,4262.75390625
Indonesia,IDN,1996,4504.24462890625
Indonesia,IDN,1997,4869.22705078125
Indonesia,IDN,1998,4645.03369140625
Indonesia,IDN,1999,5009.75048828125
Indonesia,IDN,2000,5295.791015625
Indonesia,IDN,2001,5573.29052734375
Indonesia,IDN,2002,5672.2109375
Indonesia,IDN,2003,6100.1953125
Indonesia,IDN,2004,5948.25537109375
Indonesia,IDN,2005,6032.71826171875
Indonesia,IDN,2006,6096.9501953125
Indonesia,IDN,2007,6441.38427734375
Indonesia,IDN,2008,6401.091796875
Indonesia,IDN,2009,6512.62060546875
Indonesia,IDN,2010,6996.517578125
Indonesia,IDN,2011,7428.642578125
Indonesia,IDN,2012,7585.4833984375
Indonesia,IDN,2013,7154.1552734375
Indonesia,IDN,2014,7139.34033203125
Indonesia,IDN,2015,7243.29345703125
Indonesia,IDN,2016,7099.5556640625
Indonesia,IDN,2017,7347.33447265625
Indonesia,IDN,2018,7875.5419921875
Indonesia,IDN,2019,8270.6220703125
Indonesia,IDN,2020,7413.6669921875
Indonesia,IDN,2021,7484.86767578125
Iran,IRN,1965,3694.947021484375
Iran,IRN,1966,3924.9482421875
Iran,IRN,1967,4208.9677734375
Iran,IRN,1968,4510.31494140625
Iran,IRN,1969,4824.31591796875
Iran,IRN,1970,5566.0625
Iran,IRN,1971,5942.31884765625
Iran,IRN,1972,6512.57421875
Iran,IRN,1973,7691.205078125
Iran,IRN,1974,8488.20703125
Iran,IRN,1975,9639.783203125
Iran,IRN,1976,10527.244140625
Iran,IRN,1977,11585.6953125
Iran,IRN,1978,10770.357421875
Iran,IRN,1979,11334.158203125
Iran,IRN,1980,10078.8564453125
Iran,IRN,1981,9689.46875
Iran,IRN,1982,10533.7197265625
Iran,IRN,1983,12090.6337890625
Iran,IRN,1984,12597.9150390625
Iran,IRN,1985,13232
Iran,IRN,1986,11823.4580078125
Iran,IRN,1987,12182.10546875
Iran,IRN,1988,11967.3740234375
Iran,IRN,1989,12788.09375
Iran,IRN,1990,14005.86328125
Iran,IRN,1991,14973.3603515625
Iran,IRN,1992,16097.3388671875
Iran,IRN,1993,14560.4052734375
Iran,IRN,1994,16311.9951171875
Iran,IRN,1995,16817.845703125
Iran,IRN,1996,18056.376953125
Iran,IRN,1997,18508.62890625
Iran,IRN,1998,18967.169921875
Iran,IRN,1999,20312.33203125
Iran,IRN,2000,21109.537109375
Iran,IRN,2001,22271.67578125
Iran,IRN,2002,23822.517578125
Iran,IRN,2003,23902.490234375
Iran,IRN,2004,26068.228515625
Iran,IRN,2005,27217.06640625
Iran,IRN,2006,29299.908203125
Iran,IRN,2007,30879.173828125
Iran,IRN,2008,31907.841796875
Iran,IRN,2009,32449.994140625
Iran,IRN,2010,32458.568359375
Iran,IRN,2011,33522.7109375
Iran,IRN,2012,33372.69140625
Iran,IRN,2013,34046.7578125
Iran,IRN,2014,35186.91015625
Iran,IRN,2015,34587.41796875
Iran,IRN,2016,35572.96875
Iran,IRN,2017,36502.31640625
Iran,IRN,2018,37429.91796875
Iran,IRN,2019,38035.625
Iran,IRN,2020,38791.5078125
Iran,IRN,2021,39205.75390625
Iraq,IRQ,1965,2721.628173828125
Iraq,IRQ,1966,2901.0556640625
Iraq,IRQ,1967,2828.412109375
Iraq,IRQ,1968,2898.232421875
Iraq,IRQ,1969,3239.154296875
Iraq,IRQ,1970,3896.724609375
Iraq,IRQ,1971,4121.31884765625
Iraq,IRQ,1972,4680.5048828125
Iraq,IRQ,1973,4429.22314453125
Iraq,IRQ,1974,4169.1025390625
Iraq,IRQ,1975,4405.46533203125
Iraq,IRQ,1976,5392.8408203125
Iraq,IRQ,1977,5447.373046875
Iraq,IRQ,1978,5162.62353515625
Iraq,IRQ,1979,6293.4013671875
Iraq,IRQ,1980,7274.4765625
Iraq,IRQ,1981,6618.26025390625
Iraq,IRQ,1982,6676.30322265625
Iraq,IRQ,1983,7488.17236328125
Iraq,IRQ,1984,8103.12109375
Iraq,IRQ,1985,9093.6171875
Iraq,IRQ,1986,10260.005859375
Iraq,IRQ,1987,11501.2314453125
Iraq,IRQ,1988,13106.7548828125
Iraq,IRQ,1989,14607.5390625
Iraq,IRQ,1990,12857.884765625
Iraq,IRQ,1991,7915.96044921875
Iraq,IRQ,1992,11896.830078125
Iraq,IRQ,1993,15439.048828125
Iraq,IRQ,1994,17087.775390625
Iraq,IRQ,1995,16389.79296875
Iraq,IRQ,1996,16004.767578125
Iraq,IRQ,1997,18582.2265625
Iraq,IRQ,1998,13289.298828125
Iraq,IRQ,1999,9358.2373046875
Iraq,IRQ,2000,13329.4560546875
Iraq,IRQ,2001,14440.259765625
Iraq,IRQ,2002,13207.3935546875
Iraq,IRQ,2003,11319.3974609375
Iraq,IRQ,2004,11760.9072265625
Iraq,IRQ,2005,10931.818359375
Iraq,IRQ,2006,10400.7578125
Iraq,IRQ,2007,10363.8291015625
Iraq,IRQ,2008,11895.8955078125
Iraq,IRQ,2009,11445.400390625
Iraq,IRQ,2010,12453.466796875
Iraq,IRQ,2011,12432.4921875
Iraq,IRQ,2012,13012.4736328125
Iraq,IRQ,2013,13915.939453125
Iraq,IRQ,2014,12868.921875
Iraq,IRQ,2015,12042.353515625
Iraq,IRQ,2016,13400.03515625
Iraq,IRQ,2017,13906.3603515625
Iraq,IRQ,2018,16412.24609375
Iraq,IRQ,2019,15365.3828125
Iraq,IRQ,2020,13490.564453125
Ireland,IRL,1965,22976.533203125
Ireland,IRL,1966,25856.890625
Ireland,IRL,1967,28034.716796875
Ireland,IRL,1968,32705.83984375
Ireland,IRL,1969,32779.61328125
Ireland,IRL,1970,25247.599609375
Ireland,IRL,1971,26275.65234375
Ireland,IRL,1972,27154.189453125
Ireland,IRL,1973,28170.333984375
Ireland,IRL,1974,28057.54296875
Ireland,IRL,1975,26009.904296875
Ireland,IRL,1976,26058.564453125
Ireland,IRL,1977,27218.24609375
Ireland,IRL,1978,27942.904296875
Ireland,IRL,1979,30324.509765625
Ireland,IRL,1980,28938.05078125
Ireland,IRL,1981,27891.708984375
Ireland,IRL,1982,27481.361328125
Ireland,IRL,1983,26893.001953125
Ireland,IRL,1984,26533.3671875
Ireland,IRL,1985,27645.2265625
Ireland,IRL,1986,29799.021484375
Ireland,IRL,1987,30345.6953125
Ireland,IRL,1988,30072.419921875
Ireland,IRL,1989,31175.05078125
Ireland,IRL,1990,32746.95703125
Ireland,IRL,1991,33837.12890625
Ireland,IRL,1992,33897.1640625
Ireland,IRL,1993,34516.42578125
Ireland,IRL,1994,35568.4140625
Ireland,IRL,1995,36200.79296875
Ireland,IRL,1996,37998.09375
Ireland,IRL,1997,39306.96484375
Ireland,IRL,1998,41629.76953125
Ireland,IRL,1999,43610.0078125
Ireland,IRL,2000,44726.33984375
Ireland,IRL,2001,46853.921875
Ireland,IRL,2002,45501.41015625
Ireland,IRL,2003,43669.66796875
Ireland,IRL,2004,43237.7890625
Ireland,IRL,2005,43961.55859375
Ireland,IRL,2006,43573.29296875
Ireland,IRL,2007,43669.30859375
Ireland,IRL,2008,42009.8984375
Ireland,IRL,2009,37141.9296875
Ireland,IRL,2010,36796.9375
Ireland,IRL,2011,33790.28125
Ireland,IRL,2012,33126.74609375
Ireland,IRL,2013,32062.59765625
Ireland,IRL,2014,31389.796875
Ireland,IRL,2015,32598.505859375
Ireland,IRL,2016,34051.7578125
Ireland,IRL,2017,32953.4140625
Ireland,IRL,2018,32652.13671875
Ireland,IRL,2019,31327.236328125
Ireland,IRL,2020,27734.01953125
Ireland,IRL,2021,28472.64453125
Israel,ISR,1965,16469.107421875
Israel,ISR,1966,16668.5078125
Israel,ISR,1967,19756.0859375
Israel,ISR,1968,19676.4921875
Israel,ISR,1969,21726.419921875
Israel,ISR,1970,22585.29296875
Israel,ISR,1971,24867.076171875
Israel,ISR,1972,22798.3359375
Israel,ISR,1973,23499.919921875
Israel,ISR,1974,22849.271484375
Israel,ISR,1975,22792.83203125
Israel,ISR,1976,22745.892578125
Israel,ISR,1977,23299.287109375
Israel,ISR,1978,24865.919921875
Israel,ISR,1979,25150.66796875
Israel,ISR,1980,25014.525390625
Israel,ISR,1981,24969.001953125
Israel,ISR,1982,26508.232421875
Israel,ISR,1983,26078.53515625
Israel,ISR,1984,26690.736328125
Israel,ISR,1985,24349.423828125
Israel,ISR,1986,25201.21484375
Israel,ISR,1987,26591.125
Israel,ISR,1988,27998.63671875
Israel,ISR,1989,28676.07421875
Israel,ISR,1990,29028.57421875
Israel,ISR,1991,28601.7578125
Israel,ISR,1992,32215.10546875
Israel,ISR,1993,33734.53515625
Israel,ISR,1994,33983.02734375
Israel,ISR,1995,37018.1953125
Israel,ISR,1996,37282.125
Israel,ISR,1997,39726.67578125
Israel,ISR,1998,40833.34765625
Israel,ISR,1999,41403.83203125
Israel,ISR,2000,38224.390625
Israel,ISR,2001,37480.046875
Israel,ISR,2002,37536.2265625
Israel,ISR,2003,38002.2109375
Israel,ISR,2004,38044.76171875
Israel,ISR,2005,37444.7109375
Israel,ISR,2006,36508.37890625
Israel,ISR,2007,37264.9453125
Israel,ISR,2008,37397.25
Israel,ISR,2009,35454.078125
Israel,ISR,2010,36058.0390625
Israel,ISR,2011,35993.16015625
Israel,ISR,2012,36960.46484375
Israel,ISR,2013,34405.2109375
Israel,ISR,2014,32916.890625
Israel,ISR,2015,34086.17578125
Israel,ISR,2016,34049.3828125
Israel,ISR,2017,34171.5234375
Israel,ISR,2018,34107.08984375
Israel,ISR,2019,34362.6171875
Israel,ISR,2020,31608.255859375
Israel,ISR,2021,31454.52734375
Italy,ITA,1965,15186.67578125
Italy,ITA,1966,16485.87890625
Italy,ITA,1967,18073.650390625
Italy,ITA,1968,19621.134765625
Italy,ITA,1969,21303.03125
Italy,ITA,1970,23565.466796875
Italy,ITA,1971,24841.12109375
Italy,ITA,1972,25883.21875
Italy,ITA,1973,27180.119140625
Italy,ITA,1974,26952.205078125
Italy,ITA,1975,26009.609375
Italy,ITA,1976,27566.541015625
Italy,ITA,1977,26937.482421875
Italy,ITA,1978,27811.93359375
Italy,ITA,1979,28739.435546875
Italy,ITA,1980,27898.244140625
Italy,ITA,1981,27299.388671875
Italy,ITA,1982,26514.61328125
Italy,ITA,1983,25905.109375
Italy,ITA,1984,26195.416015625
Italy,ITA,1985,26118.7734375
Italy,ITA,1986,26778.7421875
Italy,ITA,1987,28144.791015625
Italy,ITA,1988,28831.05078125
Italy,ITA,1989,30067.466796875
Italy,ITA,1990,30711.74609375
Italy,ITA,1991,31159.345703125
Italy,ITA,1992,30980.443359375
Italy,ITA,1993,30276.4609375
Italy,ITA,1994,30037.740234375
Italy,ITA,1995,31730.392578125
Italy,ITA,1996,31533.767578125
Italy,ITA,1997,32212.12890625
Italy,ITA,1998,33087.32421875
Italy,ITA,1999,33887.29296875
Italy,ITA,2000,34379.83203125
Italy,ITA,2001,34073.6796875
Italy,ITA,2002,33963.78125
Italy,ITA,2003,34978.23828125
Italy,ITA,2004,35183.89453125
Italy,ITA,2005,35323.48828125
Italy,ITA,2006,34892.125
Italy,ITA,2007,34216.078125
Italy,ITA,2008,32904.921875
Italy,ITA,2009,29827.798828125
Italy,ITA,2010,30407.259765625
Italy,ITA,2011,29356.2421875
Italy,ITA,2012,27864.521484375
Italy,ITA,2013,25450.69921875
Italy,ITA,2014,23414.19140625
Italy,ITA,2015,24711.638671875
Italy,ITA,2016,24858.294921875
Italy,ITA,2017,25404.529296875
Italy,ITA,2018,25154.28515625
Italy,ITA,2019,24681.919921875
Italy,ITA,2020,21848.431640625
Italy,ITA,2021,23873.458984375
Japan,JPN,1965,16237.7177734375
Japan,JPN,1966,17847.802734375
Japan,JPN,1967,20834.17578125
Japan,JPN,1968,23006.826171875
Japan,JPN,1969,26099.966796875
Japan,JPN,1970,28921.71875
Japan,JPN,1971,30173.7734375
Japan,JPN,1972,31211.90625
Japan,JPN,1973,34906.06640625
Japan,JPN,1974,33930.15234375
Japan,JPN,1975,31736.970703125
Japan,JPN,1976,32404.408203125
Japan,JPN,1977,32654.892578125
Japan,JPN,1978,33209.02734375
Japan,JPN,1979,33810.890625
Japan,JPN,1980,31963.84375
Japan,JPN,1981,31105.01171875
Japan,JPN,1982,29103.791015625
Japan,JPN,1983,28983.15625
Japan,JPN,1984,31482.51171875
Japan,JPN,1985,30710.78125
Japan,JPN,1986,30491.220703125
Japan,JPN,1987,30668.314453125
Japan,JPN,1988,32827.8203125
Japan,JPN,1989,33717.203125
Japan,JPN,1990,35131.14453125
Japan,JPN,1991,35446.47265625
Japan,JPN,1992,35922.22265625
Japan,JPN,1993,35480.8125
Japan,JPN,1994,37385.59375
Japan,JPN,1995,38590.30859375
Japan,JPN,1996,39215.40234375
Japan,JPN,1997,39263.51953125
Japan,JPN,1998,38056.30859375
Japan,JPN,1999,39082.3828125
Japan,JPN,2000,39487.50390625
Japan,JPN,2001,39056.984375
Japan,JPN,2002,39259.5546875
Japan,JPN,2003,40613.6640625
Japan,JPN,2004,39958.6796875
Japan,JPN,2005,40193.140625
Japan,JPN,2006,39604.08203125
Japan,JPN,2007,39926.19921875
Japan,JPN,2008,39683.8515625
Japan,JPN,2009,35216.2734375
Japan,JPN,2010,37270.02734375
Japan,JPN,2011,37673.734375
Japan,JPN,2012,40405.98046875
Japan,JPN,2013,40005.9375
Japan,JPN,2014,38984.765625
Japan,JPN,2015,37922.484375
Japan,JPN,2016,37266.44921875
Japan,JPN,2017,37297.92578125
Japan,JPN,2018,36503.90234375
Japan,JPN,2019,35296.984375
Japan,JPN,2020,32527.3046875
Japan,JPN,2021,33364.64453125
Kazakhstan,KAZ,1985,49830.22265625
Kazakhstan,KAZ,1986,50472.140625
Kazakhstan,KAZ,1987,50853.08203125
Kazakhstan,KAZ,1988,51973.5703125
Kazakhstan,KAZ,1989,50692.28125
Kazakhstan,KAZ,1990,51126.1171875
Kazakhstan,KAZ,1991,51041.4375
Kazakhstan,KAZ,1992,50657.28515625
Kazakhstan,KAZ,1993,44763.67578125
Kazakhstan,KAZ,1994,39832.203125
Kazakhstan,KAZ,1995,36229.7265625
Kazakhstan,KAZ,1996,31939.35546875
Kazakhstan,KAZ,1997,28528.361328125
Kazakhstan,KAZ,1998,27293.52734375
Kazakhstan,KAZ,1999,25886.400390625
Kazakhstan,KAZ,2000,23285.16796875
Kazakhstan,KAZ,2001,26320.9609375
Kazakhstan,KAZ,2002,26575.294921875
Kazakhstan,KAZ,2003,29117.693359375
Kazakhstan,KAZ,2004,30858.07421875
Kazakhstan,KAZ,2005,31488.69140625
Kazakhstan,KAZ,2006,33698.7734375
Kazakhstan,KAZ,2007,37067.828125
Kazakhstan,KAZ,2008,38909.29296875
Kazakhstan,KAZ,2009,34498.04296875
Kazakhstan,KAZ,2010,36433.171875
Kazakhstan,KAZ,2011,40962.46484375
Kazakhstan,KAZ,2012,42516.8203125
Kazakhstan,KAZ,2013,42016.59765625
Kazakhstan,KAZ,2014,42158.02734375
Kazakhstan,KAZ,2015,39149.75390625
Kazakhstan,KAZ,2016,39061.55078125
Kazakhstan,KAZ,2017,40686.375
Kazakhstan,KAZ,2018,44901.87109375
Kazakhstan,KAZ,2019,43881.4765625
Kazakhstan,KAZ,2020,41129.47265625
Kazakhstan,KAZ,2021,40010.4375
Kuwait,KWT,1965,167830.90625
Kuwait,KWT,1966,158421.921875
Kuwait,KWT,1967,146160.234375
Kuwait,KWT,1968,140267.1875
Kuwait,KWT,1969,131989.125
Kuwait,KWT,1970,98607.1796875
Kuwait,KWT,1971,91601.8203125
Kuwait,KWT,1972,95030.6015625
Kuwait,KWT,1973,89068.765625
Kuwait,KWT,1974,80477.484375
Kuwait,KWT,1975,67539.5390625
Kuwait,KWT,1976,75790.625
Kuwait,KWT,1977,72937.96875
Kuwait,KWT,1978,75496.9765625
Kuwait,KWT,1979,86975.71875
Kuwait,KWT,1980,61902.02734375
Kuwait,KWT,1981,75527.125
Kuwait,KWT,1982,70920.625
Kuwait,KWT,1983,74848.03125
Kuwait,KWT,1984,76132.4296875
Kuwait,KWT,1985,69473.0703125
Kuwait,KWT,1986,75341.5078125
Kuwait,KWT,1987,65766.75
Kuwait,KWT,1988,70763.765625
Kuwait,KWT,1989,74088
Kuwait,KWT,1990,43664.625
Kuwait,KWT,1991,22705.048828125
Kuwait,KWT,1992,42707.6953125
Kuwait,KWT,1993,56511.62109375
Kuwait,KWT,1994,70472.015625
Kuwait,KWT,1995,93747.4921875
Kuwait,KWT,1996,91599.9375
Kuwait,KWT,1997,90659.625
Kuwait,KWT,1998,104298.7890625
Kuwait,KWT,1999,101588.8671875
Kuwait,KWT,2000,103633.4453125
Kuwait,KWT,2001,101891.3515625
Kuwait,KWT,2002,106144.3671875
Kuwait,KWT,2003,125410.546875
Kuwait,KWT,2004,137622.8125
Kuwait,KWT,2005,147164.859375
Kuwait,KWT,2006,135289.171875
Kuwait,KWT,2007,124583.4921875
Kuwait,KWT,2008,127059.09375
Kuwait,KWT,2009,123849.046875
Kuwait,KWT,2010,131343.46875
Kuwait,KWT,2011,127386.0625
Kuwait,KWT,2012,125509.9296875
Kuwait,KWT,2013,121813.390625
Kuwait,KWT,2014,118293.09375
Kuwait,KWT,2015,118285.1875
Kuwait,KWT,2016,113349.1328125
Kuwait,KWT,2017,112682.78125
Kuwait,KWT,2018,112572.9921875
Kuwait,KWT,2019,113937.3046875
Kuwait,KWT,2020,104952.421875
Kuwait,KWT,2021,111553.125
Latvia,LVA,1985,37772.05859375
Latvia,LVA,1986,34546.52734375
Latvia,LVA,1987,30143.771484375
Latvia,LVA,1988,28750.306640625
Latvia,LVA,1989,27918.501953125
Latvia,LVA,1990,27462.220703125
Latvia,LVA,1991,26421.7265625
Latvia,LVA,1992,18921.873046875
Latvia,LVA,1993,15740.0849609375
Latvia,LVA,1994,14880.3818359375
Latvia,LVA,1995,14304.9140625
Latvia,LVA,1996,14507.740234375
Latvia,LVA,1997,13465.23046875
Latvia,LVA,1998,13451.1884765625
Latvia,LVA,1999,12639.0498046875
Latvia,LVA,2000,12332.9658203125
Latvia,LVA,2001,13703.92578125
Latvia,LVA,2002,14476.3125
Latvia,LVA,2003,14628.61328125
Latvia,LVA,2004,15943.5361328125
Latvia,LVA,2005,16489.599609375
Latvia,LVA,2006,16432.3046875
Latvia,LVA,2007,17239.419921875
Latvia,LVA,2008,17120.017578125
Latvia,LVA,2009,15773.7490234375
Latvia,LVA,2010,18521.869140625
Latvia,LVA,2011,16962.115234375
Latvia,LVA,2012,16586.271484375
Latvia,LVA,2013,16699.5859375
Latvia,LVA,2014,16155.4306640625
Latvia,LVA,2015,16805.734375
Latvia,LVA,2016,17528.314453125
Latvia,LVA,2017,17327.75390625
Latvia,LVA,2018,17293.03125
Latvia,LVA,2019,18598.15234375
Latvia,LVA,2020,15934.3994140625
Latvia,LVA,2021,16774.533203125
Lithuania,LTU,1985,42845.15234375
Lithuania,LTU,1986,38272.10546875
Lithuania,LTU,1987,40674.0625
Lithuania,LTU,1988,39860.33984375
Lithuania,LTU,1989,40782.6484375
Lithuania,LTU,1990,41214.9765625
Lithuania,LTU,1991,44406.68359375
Lithuania,LTU,1992,23935.81640625
Lithuania,LTU,1993,18058.2890625
Lithuania,LTU,1994,17823.259765625
Lithuania,LTU,1995,17632.154296875
Lithuania,LTU,1996,18525.865234375
Lithuania,LTU,1997,17864.60546875
Lithuania,LTU,1998,18695.400390625
Lithuania,LTU,1999,16736.978515625
Lithuania,LTU,2000,15175.4501953125
Lithuania,LTU,2001,16769.41796875
Lithuania,LTU,2002,16466.984375
Lithuania,LTU,2003,17003.375
Lithuania,LTU,2004,17737.259765625
Lithuania,LTU,2005,19053.6171875
Lithuania,LTU,2006,19504.07421875
Lithuania,LTU,2007,21171.8125
Lithuania,LTU,2008,21162.767578125
Lithuania,LTU,2009,18193.91015625
Lithuania,LTU,2010,20043.427734375
Lithuania,LTU,2011,20947.1796875
Lithuania,LTU,2012,21181.41015625
Lithuania,LTU,2013,19390.326171875
Lithuania,LTU,2014,18880.400390625
Lithuania,LTU,2015,19900.080078125
Lithuania,LTU,2016,20267.640625
Lithuania,LTU,2017,21435.244140625
Lithuania,LTU,2018,22577.052734375
Lithuania,LTU,2019,22548.220703125
Lithuania,LTU,2020,22591.123046875
Lithuania,LTU,2021,23084.796875
Lower-middle-income countries,,1965,919.2158203125
Lower-middle-income countries,,1966,955.6340942382812
Lower-middle-income countries,,1967,968.76123046875
Lower-middle-income countries,,1968,1012.4783935546875
Lower-middle-income countries,,1969,1066.158447265625
Lower-middle-income countries,,1970,1078.92822265625
Lower-middle-income countries,,1971,1097.1885986328125
Lower-middle-income countries,,1972,1133.52294921875
Lower-middle-income countries,,1973,1182.740234375
Lower-middle-income countries,,1974,1221.47119140625
Lower-middle-income countries,,1975,1310.5009765625
Lower-middle-income countries,,1976,1352.1617431640625
Lower-middle-income countries,,1977,1453.0018310546875
Lower-middle-income countries,,1978,1462.619140625
Lower-middle-income countries,,1979,1566.2203369140625
Lower-middle-income countries,,1980,1585.7615966796875
Lower-middle-income countries,,1981,1678.8916015625
Lower-middle-income countries,,1982,1730.3016357421875
Lower-middle-income countries,,1983,1831.04638671875
Lower-middle-income countries,,1984,1881.2659912109375
Lower-middle-income countries,,1985,3639.64404296875
Lower-middle-income countries,,1986,3649.392822265625
Lower-middle-income countries,,1987,3730.92529296875
Lower-middle-income countries,,1988,3735.190673828125
Lower-middle-income countries,,1989,3769.752197265625
Lower-middle-income countries,,1990,4081.624755859375
Lower-middle-income countries,,1991,4013.13720703125
Lower-middle-income countries,,1992,3867.45166015625
Lower-middle-income countries,,1993,3684.872802734375
Lower-middle-income countries,,1994,3622.70654296875
Lower-middle-income countries,,1995,3724.63720703125
Lower-middle-income countries,,1996,3757.568359375
Lower-middle-income countries,,1997,3812.39404296875
Lower-middle-income countries,,1998,3816.506103515625
Lower-middle-income countries,,1999,3921.05029296875
Lower-middle-income countries,,2000,4019.387939453125
Lower-middle-income countries,,2001,4053.686767578125
Lower-middle-income countries,,2002,4131.310546875
Lower-middle-income countries,,2003,4208.73291015625
Lower-middle-income countries,,2004,4355.70654296875
Lower-middle-income countries,,2005,4485.66357421875
Lower-middle-income countries,,2006,4571.90087890625
Lower-middle-income countries,,2007,4787.177734375
Lower-middle-income countries,,2008,4907.77001953125
Lower-middle-income countries,,2009,4978.125
Lower-middle-income countries,,2010,5113.94189453125
Lower-middle-income countries,,2011,5284.05859375
Lower-middle-income countries,,2012,5398.41162109375
Lower-middle-income countries,,2013,5385.26416015625
Lower-middle-income countries,,2014,5512.21337890625
Lower-middle-income countries,,2015,5538.87939453125
Lower-middle-income countries,,2016,5681.51416015625
Lower-middle-income countries,,2017,5775.4951171875
Lower-middle-income countries,,2018,6015.03369140625
Lower-middle-income countries,,2019,6087.8828125
Lower-middle-income countries,,2020,5701.60791015625
Lower-middle-income countries,,2021,5981.73046875
Luxembourg,LUX,1965,125843.6484375
Luxembourg,LUX,1966,119809.046875
Luxembourg,LUX,1967,117258.984375
Luxembourg,LUX,1968,126266
Luxembourg,LUX,1969,135348.40625
Luxembourg,LUX,1970,139623.8125
Luxembourg,LUX,1971,133536.4375
Luxembourg,LUX,1972,136494.46875
Luxembourg,LUX,1973,143506.4375
Luxembourg,LUX,1974,144287.515625
Luxembourg,LUX,1975,118888.6328125
